age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,output
33,technician,single,university.degree,no,no,no,cellular,aug,mon,198,4,0,nonexistent,no
26,technician,married,high.school,no,yes,no,telephone,may,fri,305,2,0,nonexistent,no
35,admin.,single,high.school,no,yes,no,cellular,aug,fri,105,1,0,nonexistent,no
48,admin.,single,university.degree,no,yes,no,cellular,apr,fri,237,1,0,nonexistent,no
52,admin.,divorced,university.degree,no,no,no,telephone,jun,tue,245,1,0,nonexistent,no
36,admin.,married,university.degree,unknown,no,no,cellular,aug,thu,90,1,0,nonexistent,no
48,blue-collar,married,basic.6y,no,yes,no,cellular,jul,wed,79,1,0,nonexistent,no
63,retired,married,basic.4y,no,yes,no,cellular,nov,fri,413,1,2,success,yes
49,admin.,divorced,university.degree,no,no,no,cellular,jul,thu,105,1,0,nonexistent,no
40,services,divorced,high.school,no,yes,no,cellular,apr,wed,201,1,0,nonexistent,no
53,self-employed,married,university.degree,no,no,no,telephone,may,fri,371,2,0,nonexistent,no
36,self-employed,married,basic.9y,no,yes,yes,cellular,nov,thu,151,3,0,nonexistent,no
39,technician,married,basic.6y,no,no,no,cellular,apr,tue,88,3,0,nonexistent,no
36,admin.,divorced,university.degree,no,yes,no,cellular,jul,wed,81,1,0,nonexistent,no
44,services,married,high.school,no,yes,no,cellular,apr,fri,240,1,2,failure,no
31,admin.,single,high.school,unknown,yes,no,cellular,may,mon,309,1,0,nonexistent,yes
50,technician,married,basic.6y,no,yes,no,telephone,may,tue,418,2,0,nonexistent,no
56,admin.,divorced,unknown,unknown,yes,no,telephone,may,thu,719,1,0,nonexistent,no
30,admin.,divorced,high.school,no,yes,no,cellular,nov,thu,274,2,0,nonexistent,no
41,admin.,divorced,high.school,no,no,no,telephone,may,mon,177,4,0,nonexistent,no
25,technician,single,professional.course,no,yes,yes,telephone,may,fri,156,2,0,nonexistent,no
30,admin.,single,basic.9y,no,yes,no,telephone,jul,thu,45,1,0,nonexistent,no
31,management,married,university.degree,no,no,no,cellular,aug,tue,133,2,0,nonexistent,no
41,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,101,3,0,nonexistent,no
33,technician,married,professional.course,no,no,no,cellular,may,mon,453,2,0,nonexistent,no
55,admin.,married,basic.4y,no,no,yes,cellular,apr,fri,106,1,0,nonexistent,no
47,entrepreneur,married,high.school,no,no,no,telephone,may,mon,118,1,0,nonexistent,no
44,services,married,high.school,no,yes,no,cellular,may,tue,358,1,1,failure,no
28,technician,single,professional.course,no,yes,no,cellular,aug,thu,78,3,0,nonexistent,yes
33,admin.,single,university.degree,no,no,no,cellular,aug,thu,402,1,0,nonexistent,no
32,services,single,unknown,no,yes,no,cellular,may,fri,189,3,0,nonexistent,no
48,services,married,high.school,no,yes,no,telephone,jun,mon,57,8,0,nonexistent,no
37,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,223,1,0,nonexistent,no
33,admin.,married,university.degree,no,no,no,cellular,jun,mon,335,2,0,nonexistent,yes
52,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,thu,393,3,0,nonexistent,no
59,self-employed,married,university.degree,no,no,no,cellular,may,tue,94,2,1,failure,no
48,technician,married,professional.course,no,no,no,cellular,jul,thu,38,1,0,nonexistent,no
38,technician,married,professional.course,no,no,no,cellular,nov,wed,194,2,1,failure,no
55,blue-collar,married,unknown,unknown,no,no,cellular,may,fri,9,2,2,failure,no
29,blue-collar,single,basic.9y,no,no,no,cellular,may,fri,239,2,0,nonexistent,no
51,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,263,6,0,nonexistent,no
37,services,married,high.school,no,no,no,telephone,jun,mon,88,1,0,nonexistent,no
56,retired,married,basic.9y,unknown,yes,no,telephone,jun,thu,60,20,0,nonexistent,no
57,retired,divorced,university.degree,unknown,no,no,cellular,aug,thu,327,5,0,nonexistent,no
42,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,113,2,0,nonexistent,no
59,admin.,married,professional.course,no,no,no,telephone,may,mon,51,2,0,nonexistent,no
37,admin.,divorced,high.school,no,no,no,cellular,jul,tue,81,4,0,nonexistent,no
30,unemployed,married,professional.course,no,yes,no,telephone,nov,fri,77,5,0,nonexistent,no
36,admin.,married,high.school,no,yes,no,cellular,sep,thu,192,1,0,nonexistent,no
40,technician,married,professional.course,no,yes,no,cellular,aug,mon,100,2,0,nonexistent,no
44,management,married,basic.9y,unknown,no,no,telephone,may,wed,282,2,0,nonexistent,no
33,admin.,married,university.degree,no,no,no,cellular,mar,thu,56,2,0,nonexistent,no
36,services,single,high.school,no,no,no,cellular,may,wed,15,7,0,nonexistent,no
40,admin.,married,high.school,no,no,no,cellular,aug,tue,119,1,0,nonexistent,no
56,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,thu,315,1,0,nonexistent,no
50,housemaid,married,basic.4y,no,no,yes,cellular,jul,wed,462,1,1,success,yes
34,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,162,1,1,failure,no
54,self-employed,married,university.degree,no,no,yes,cellular,may,tue,388,1,0,nonexistent,no
21,student,single,high.school,no,no,no,cellular,may,fri,42,4,0,nonexistent,no
49,retired,married,high.school,no,yes,no,cellular,may,mon,83,2,0,nonexistent,no
36,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,490,3,2,failure,yes
45,unemployed,married,university.degree,no,no,no,telephone,may,fri,191,1,0,nonexistent,no
42,admin.,divorced,university.degree,no,no,yes,telephone,may,fri,161,1,0,nonexistent,no
36,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,75,6,0,nonexistent,no
56,blue-collar,married,high.school,unknown,yes,no,telephone,jun,fri,79,3,0,nonexistent,no
44,unemployed,married,university.degree,no,yes,no,cellular,nov,thu,1058,1,0,nonexistent,no
38,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,146,3,0,nonexistent,no
32,blue-collar,married,basic.9y,no,no,yes,cellular,jul,mon,102,2,0,nonexistent,no
55,admin.,married,high.school,no,yes,no,cellular,apr,wed,140,3,1,failure,no
36,management,married,university.degree,no,no,no,cellular,jun,tue,522,1,2,success,yes
46,entrepreneur,divorced,high.school,no,no,no,telephone,jun,fri,485,3,0,nonexistent,no
44,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,103,3,0,nonexistent,no
32,blue-collar,married,basic.6y,no,no,yes,telephone,may,tue,60,1,0,nonexistent,no
56,technician,married,professional.course,unknown,no,no,telephone,may,thu,191,1,0,nonexistent,no
46,blue-collar,married,basic.4y,unknown,no,no,cellular,may,fri,577,1,0,nonexistent,no
32,management,single,university.degree,no,no,no,cellular,jul,mon,173,6,0,nonexistent,no
34,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,fri,176,1,0,nonexistent,no
59,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,159,1,0,nonexistent,no
37,admin.,single,university.degree,no,no,no,cellular,may,fri,104,2,1,failure,no
36,technician,single,professional.course,no,yes,no,cellular,jun,tue,569,2,0,nonexistent,no
30,services,divorced,basic.9y,no,yes,no,telephone,may,thu,49,1,0,nonexistent,no
49,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,wed,52,1,1,failure,no
53,self-employed,married,basic.4y,no,yes,yes,cellular,nov,tue,464,2,1,failure,no
81,retired,married,high.school,no,no,no,cellular,aug,tue,50,3,0,nonexistent,no
22,technician,single,professional.course,no,yes,no,cellular,nov,tue,358,1,0,nonexistent,yes
40,technician,single,university.degree,no,yes,no,cellular,aug,fri,117,2,0,nonexistent,no
68,retired,married,professional.course,no,no,no,cellular,oct,thu,76,1,1,failure,no
34,technician,married,professional.course,no,no,no,cellular,apr,fri,141,2,0,nonexistent,no
39,services,single,high.school,unknown,no,no,telephone,may,wed,364,3,0,nonexistent,no
43,admin.,married,university.degree,no,yes,no,telephone,jul,tue,145,2,0,nonexistent,no
26,technician,married,basic.6y,no,yes,no,telephone,jun,fri,11,20,0,nonexistent,no
32,admin.,married,high.school,no,no,no,telephone,jun,wed,103,1,0,nonexistent,no
41,unemployed,married,university.degree,unknown,no,no,telephone,jun,tue,238,2,0,nonexistent,no
32,admin.,married,university.degree,no,yes,yes,cellular,may,thu,135,3,0,nonexistent,no
26,entrepreneur,single,university.degree,no,no,no,telephone,jul,fri,117,1,0,nonexistent,no
48,services,divorced,high.school,no,yes,no,cellular,jul,mon,72,2,0,nonexistent,no
44,admin.,single,university.degree,no,no,no,cellular,aug,mon,207,1,1,success,yes
56,unemployed,married,unknown,no,no,no,telephone,jul,thu,626,5,0,nonexistent,no
32,technician,married,university.degree,no,yes,no,cellular,jul,thu,357,7,0,nonexistent,no
41,housemaid,married,basic.4y,unknown,no,no,cellular,aug,thu,107,1,0,nonexistent,no
28,technician,single,basic.9y,no,no,no,cellular,may,tue,223,1,0,nonexistent,no
36,blue-collar,married,basic.9y,no,unknown,unknown,cellular,nov,tue,95,1,0,nonexistent,no
39,technician,married,professional.course,no,no,no,telephone,jun,mon,164,2,0,nonexistent,no
59,technician,married,professional.course,no,no,yes,cellular,aug,tue,138,2,0,nonexistent,no
46,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,210,3,0,nonexistent,no
30,services,married,high.school,no,yes,no,telephone,may,tue,129,1,0,nonexistent,no
36,admin.,single,university.degree,no,no,yes,cellular,aug,tue,35,2,0,nonexistent,no
51,services,married,high.school,unknown,yes,no,cellular,jul,fri,507,1,0,nonexistent,no
35,admin.,married,university.degree,no,no,no,cellular,aug,mon,337,4,0,nonexistent,no
37,technician,single,university.degree,no,no,no,cellular,apr,mon,190,1,0,nonexistent,no
38,entrepreneur,married,basic.6y,no,unknown,unknown,telephone,may,wed,234,2,0,nonexistent,no
37,technician,divorced,professional.course,no,no,no,cellular,may,mon,66,1,1,failure,no
52,admin.,married,high.school,no,no,no,cellular,aug,tue,80,1,0,nonexistent,no
45,admin.,divorced,university.degree,unknown,yes,no,telephone,may,mon,212,5,0,nonexistent,no
55,entrepreneur,divorced,university.degree,no,no,no,cellular,nov,fri,48,1,0,nonexistent,no
44,blue-collar,married,high.school,unknown,no,no,telephone,jun,tue,390,2,0,nonexistent,no
37,housemaid,married,university.degree,no,no,no,cellular,oct,thu,453,1,2,success,yes
44,technician,divorced,professional.course,unknown,no,no,cellular,aug,wed,196,2,0,nonexistent,no
56,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,tue,368,5,0,nonexistent,no
31,admin.,married,university.degree,no,yes,no,telephone,may,fri,90,2,0,nonexistent,no
35,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,191,2,0,nonexistent,no
24,admin.,married,university.degree,no,yes,no,cellular,jul,wed,134,1,0,nonexistent,no
21,services,single,high.school,no,yes,no,cellular,may,thu,136,1,1,failure,no
35,self-employed,single,university.degree,no,yes,yes,cellular,sep,tue,179,1,1,failure,no
49,admin.,married,university.degree,no,no,no,cellular,may,wed,155,1,0,nonexistent,no
60,self-employed,married,professional.course,unknown,no,no,telephone,jun,tue,247,5,0,nonexistent,no
43,housemaid,married,basic.6y,unknown,yes,no,cellular,jul,wed,61,3,0,nonexistent,no
55,blue-collar,married,basic.4y,no,yes,no,telephone,jul,tue,86,1,0,nonexistent,no
53,technician,married,high.school,no,yes,no,cellular,aug,wed,78,1,0,nonexistent,no
32,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,184,1,0,nonexistent,no
43,technician,married,professional.course,no,no,no,cellular,may,thu,460,1,1,failure,yes
46,admin.,married,university.degree,unknown,yes,no,cellular,jul,tue,112,2,0,nonexistent,no
36,admin.,divorced,high.school,no,yes,no,cellular,may,tue,236,1,1,failure,no
33,technician,single,university.degree,no,yes,no,cellular,aug,tue,113,1,0,nonexistent,no
35,admin.,single,university.degree,no,yes,yes,telephone,may,fri,218,1,0,nonexistent,no
38,admin.,married,high.school,unknown,no,no,telephone,apr,mon,121,4,0,nonexistent,no
57,management,married,professional.course,unknown,yes,no,cellular,nov,thu,224,2,1,failure,no
32,technician,single,professional.course,no,yes,no,cellular,jul,tue,479,1,0,nonexistent,no
63,retired,married,high.school,no,yes,no,telephone,may,mon,87,3,0,nonexistent,no
43,admin.,married,professional.course,no,yes,no,telephone,jun,thu,193,2,0,nonexistent,no
26,admin.,single,high.school,no,no,no,telephone,may,tue,109,1,0,nonexistent,no
65,retired,married,professional.course,no,yes,no,cellular,aug,tue,261,1,3,success,yes
37,admin.,married,high.school,no,no,no,telephone,may,tue,185,1,0,nonexistent,no
33,admin.,single,university.degree,no,yes,no,cellular,apr,tue,179,3,0,nonexistent,yes
38,admin.,divorced,high.school,no,no,no,telephone,jun,mon,100,3,0,nonexistent,no
65,housemaid,divorced,basic.4y,no,yes,no,cellular,aug,tue,212,1,0,nonexistent,no
39,unemployed,married,high.school,no,yes,no,telephone,may,fri,380,1,0,nonexistent,no
57,admin.,married,university.degree,unknown,yes,yes,cellular,aug,tue,61,4,0,nonexistent,no
50,unemployed,unknown,basic.9y,no,yes,yes,cellular,nov,thu,139,1,0,nonexistent,no
54,technician,married,basic.6y,no,yes,no,cellular,jul,thu,823,1,0,nonexistent,no
33,admin.,single,university.degree,no,no,no,cellular,aug,mon,157,1,0,nonexistent,no
29,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,160,1,0,nonexistent,no
33,admin.,single,university.degree,no,yes,no,telephone,may,fri,122,2,0,nonexistent,no
38,admin.,married,high.school,no,no,no,cellular,may,fri,217,2,0,nonexistent,no
51,services,married,unknown,no,no,yes,cellular,aug,fri,135,3,0,nonexistent,no
31,admin.,divorced,high.school,no,no,no,telephone,jun,fri,111,3,0,nonexistent,no
40,admin.,divorced,high.school,no,yes,no,telephone,sep,fri,101,1,0,nonexistent,no
33,admin.,single,university.degree,no,yes,no,cellular,oct,mon,297,5,0,nonexistent,yes
34,services,married,high.school,no,no,yes,telephone,jun,tue,222,3,0,nonexistent,no
27,admin.,married,high.school,no,yes,no,telephone,aug,mon,36,1,0,nonexistent,no
43,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,741,4,2,failure,yes
31,admin.,divorced,university.degree,no,no,yes,cellular,aug,thu,376,1,0,nonexistent,no
41,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,198,1,0,nonexistent,no
47,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,tue,118,1,0,nonexistent,no
42,management,married,university.degree,no,no,no,telephone,jun,wed,168,8,0,nonexistent,no
46,admin.,married,high.school,no,no,no,cellular,apr,thu,243,1,0,nonexistent,no
42,unknown,single,university.degree,no,no,no,cellular,jul,fri,366,6,0,nonexistent,yes
32,unknown,married,basic.6y,unknown,yes,no,telephone,may,tue,290,1,0,nonexistent,no
31,technician,married,professional.course,no,no,no,cellular,aug,tue,91,1,0,nonexistent,no
45,services,divorced,high.school,unknown,yes,no,telephone,may,wed,101,2,0,nonexistent,no
31,entrepreneur,unknown,university.degree,no,yes,no,telephone,oct,thu,157,4,1,failure,no
43,technician,divorced,high.school,no,yes,no,cellular,nov,thu,94,1,0,nonexistent,no
54,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,102,1,0,nonexistent,no
39,admin.,single,high.school,no,no,no,cellular,oct,fri,95,1,0,nonexistent,no
54,retired,divorced,basic.4y,no,yes,no,telephone,may,tue,276,2,0,nonexistent,no
23,blue-collar,single,professional.course,no,yes,no,cellular,may,fri,136,3,1,failure,no
34,blue-collar,married,professional.course,no,yes,yes,telephone,jun,mon,190,1,0,nonexistent,no
46,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,113,1,0,nonexistent,no
45,technician,married,professional.course,no,no,no,cellular,nov,wed,193,1,0,nonexistent,no
48,admin.,divorced,high.school,unknown,no,no,cellular,may,mon,146,1,0,nonexistent,no
43,technician,divorced,professional.course,no,yes,no,cellular,jul,thu,87,3,0,nonexistent,no
32,technician,single,university.degree,no,no,no,cellular,aug,tue,68,1,0,nonexistent,no
32,admin.,married,high.school,no,yes,no,telephone,jun,wed,156,1,0,nonexistent,no
59,admin.,married,university.degree,unknown,yes,no,cellular,aug,mon,113,2,0,nonexistent,no
29,student,single,unknown,no,yes,no,cellular,apr,fri,170,5,0,nonexistent,yes
47,admin.,married,high.school,no,yes,no,cellular,nov,fri,140,3,0,nonexistent,no
31,management,married,basic.9y,no,no,yes,telephone,may,wed,161,2,0,nonexistent,no
31,technician,divorced,high.school,no,yes,no,cellular,aug,fri,138,1,0,nonexistent,no
34,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,811,2,0,nonexistent,no
31,admin.,married,university.degree,no,yes,no,telephone,oct,mon,131,1,0,nonexistent,yes
45,housemaid,married,professional.course,unknown,yes,no,telephone,may,tue,1597,2,0,nonexistent,yes
40,technician,single,high.school,no,no,no,telephone,may,tue,151,4,0,nonexistent,no
31,services,married,high.school,no,no,yes,telephone,jun,fri,35,1,0,nonexistent,no
50,blue-collar,married,professional.course,no,yes,no,cellular,aug,mon,45,8,0,nonexistent,no
32,admin.,single,university.degree,no,no,no,cellular,aug,wed,226,5,0,nonexistent,no
54,entrepreneur,married,basic.4y,unknown,yes,no,cellular,nov,mon,310,1,0,nonexistent,no
31,admin.,married,university.degree,no,no,no,cellular,apr,fri,170,1,0,nonexistent,no
39,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,145,2,0,nonexistent,no
47,technician,married,basic.9y,no,no,yes,cellular,nov,wed,208,1,0,nonexistent,no
32,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,66,2,0,nonexistent,no
38,entrepreneur,married,university.degree,unknown,no,no,cellular,jul,mon,157,1,0,nonexistent,no
44,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,79,1,0,nonexistent,no
29,admin.,single,university.degree,no,yes,no,cellular,jul,thu,543,1,0,nonexistent,no
29,technician,married,professional.course,no,no,no,cellular,nov,tue,154,3,1,failure,no
38,blue-collar,single,basic.9y,no,yes,no,telephone,may,wed,65,5,0,nonexistent,no
45,unknown,married,unknown,no,no,no,telephone,jun,tue,164,4,0,nonexistent,no
38,admin.,married,basic.6y,no,no,no,cellular,jul,thu,213,3,0,nonexistent,no
25,admin.,single,university.degree,no,no,no,cellular,nov,fri,350,5,1,success,no
54,technician,married,university.degree,unknown,no,no,telephone,may,thu,109,4,0,nonexistent,no
34,technician,single,professional.course,no,yes,no,cellular,may,fri,8,2,1,failure,no
40,management,married,university.degree,no,no,yes,telephone,may,tue,66,12,0,nonexistent,no
42,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,454,3,0,nonexistent,no
51,admin.,married,university.degree,no,no,no,cellular,jul,fri,293,4,0,nonexistent,no
32,technician,married,high.school,no,yes,no,cellular,aug,wed,125,4,0,nonexistent,no
47,admin.,married,university.degree,no,yes,yes,cellular,dec,mon,67,5,0,nonexistent,no
33,technician,single,university.degree,no,yes,no,cellular,mar,tue,325,1,0,nonexistent,no
45,technician,single,professional.course,no,no,no,telephone,may,tue,113,2,0,nonexistent,no
39,technician,single,university.degree,no,no,no,cellular,aug,wed,254,1,0,nonexistent,no
32,technician,single,university.degree,no,no,no,cellular,aug,mon,195,7,0,nonexistent,no
51,admin.,married,basic.9y,no,yes,no,telephone,may,fri,368,5,0,nonexistent,no
32,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,79,3,0,nonexistent,no
43,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,221,2,0,nonexistent,no
26,technician,single,professional.course,no,yes,no,cellular,sep,fri,249,1,3,success,yes
27,technician,single,unknown,no,yes,no,cellular,jul,fri,266,6,0,nonexistent,no
44,entrepreneur,married,university.degree,no,no,no,cellular,nov,thu,191,1,0,nonexistent,no
51,technician,married,basic.9y,unknown,yes,no,cellular,jul,mon,114,1,0,nonexistent,no
43,blue-collar,married,basic.4y,no,yes,no,cellular,nov,wed,284,5,0,nonexistent,no
44,technician,married,professional.course,no,yes,no,cellular,aug,wed,27,9,0,nonexistent,no
34,unemployed,single,university.degree,no,no,no,telephone,jun,mon,409,4,0,nonexistent,no
47,management,married,university.degree,no,yes,no,cellular,aug,tue,133,8,0,nonexistent,no
40,technician,married,professional.course,unknown,no,no,telephone,may,tue,202,3,0,nonexistent,no
30,services,married,high.school,no,yes,no,cellular,nov,wed,599,4,1,failure,no
43,services,married,high.school,no,yes,no,cellular,may,tue,185,2,0,nonexistent,no
54,admin.,married,university.degree,no,yes,no,cellular,mar,mon,415,1,0,nonexistent,yes
29,admin.,married,high.school,no,yes,no,cellular,sep,thu,147,3,0,nonexistent,no
28,blue-collar,single,basic.6y,unknown,yes,no,cellular,jul,wed,70,1,0,nonexistent,no
56,management,married,university.degree,no,yes,no,cellular,nov,wed,130,2,0,nonexistent,no
55,admin.,married,basic.4y,no,no,no,cellular,apr,fri,198,1,0,nonexistent,no
36,blue-collar,single,basic.6y,no,no,no,cellular,nov,tue,238,1,0,nonexistent,yes
35,admin.,single,university.degree,no,no,no,telephone,jun,mon,320,2,0,nonexistent,no
29,services,single,high.school,no,yes,no,telephone,jun,thu,133,1,0,nonexistent,no
34,admin.,divorced,professional.course,no,yes,yes,cellular,may,tue,429,2,0,nonexistent,no
33,admin.,single,high.school,no,no,no,cellular,apr,thu,380,3,0,nonexistent,yes
52,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,535,1,0,nonexistent,no
36,management,married,unknown,no,no,no,cellular,jun,mon,98,2,0,nonexistent,no
35,blue-collar,married,high.school,no,yes,no,cellular,may,thu,121,1,0,nonexistent,no
48,unemployed,married,high.school,unknown,yes,yes,telephone,may,mon,283,6,0,nonexistent,no
26,technician,single,professional.course,no,yes,no,cellular,may,fri,11,7,0,nonexistent,no
30,services,married,high.school,no,yes,no,cellular,nov,tue,65,1,0,nonexistent,no
42,admin.,single,university.degree,no,no,no,cellular,aug,fri,353,1,0,nonexistent,no
58,management,married,university.degree,unknown,yes,yes,cellular,aug,thu,299,2,0,nonexistent,no
65,retired,married,basic.4y,no,yes,no,cellular,mar,tue,189,1,0,nonexistent,no
36,admin.,married,high.school,no,yes,yes,telephone,nov,tue,52,3,0,nonexistent,no
47,technician,single,unknown,no,yes,no,telephone,jun,wed,180,4,0,nonexistent,no
27,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,340,7,0,nonexistent,no
33,admin.,single,professional.course,no,no,no,telephone,jun,thu,104,1,0,nonexistent,no
31,admin.,single,university.degree,no,yes,no,cellular,nov,fri,36,2,0,nonexistent,no
43,blue-collar,married,basic.9y,no,no,no,telephone,jul,tue,778,3,0,nonexistent,no
44,admin.,married,high.school,unknown,no,no,cellular,aug,fri,93,8,0,nonexistent,no
31,technician,married,professional.course,no,yes,no,telephone,may,thu,374,1,0,nonexistent,no
45,blue-collar,married,unknown,no,yes,yes,cellular,apr,fri,637,1,0,nonexistent,no
50,admin.,married,university.degree,no,no,no,cellular,jun,mon,269,1,1,success,yes
45,entrepreneur,married,university.degree,no,yes,no,cellular,jun,fri,247,3,0,nonexistent,no
52,self-employed,single,university.degree,unknown,no,no,telephone,may,wed,353,1,0,nonexistent,no
29,admin.,single,university.degree,no,unknown,unknown,telephone,jul,fri,212,1,0,nonexistent,no
32,technician,married,unknown,unknown,no,no,telephone,may,tue,274,1,0,nonexistent,no
37,management,divorced,university.degree,no,no,no,cellular,nov,wed,295,1,1,failure,no
30,blue-collar,single,unknown,no,no,no,telephone,jun,thu,65,2,0,nonexistent,no
37,technician,married,professional.course,no,yes,no,telephone,jul,wed,242,4,0,nonexistent,no
30,technician,single,professional.course,no,no,no,cellular,aug,fri,153,5,0,nonexistent,no
25,admin.,single,university.degree,no,no,no,cellular,may,tue,80,1,1,failure,no
54,management,single,basic.9y,no,yes,no,telephone,may,mon,224,3,0,nonexistent,no
33,technician,married,professional.course,no,no,no,cellular,aug,tue,120,3,0,nonexistent,no
44,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,36,1,0,nonexistent,no
45,housemaid,married,professional.course,unknown,no,no,telephone,may,mon,166,2,0,nonexistent,no
35,admin.,divorced,high.school,no,yes,no,cellular,may,wed,99,1,0,nonexistent,no
26,technician,single,professional.course,no,yes,no,cellular,may,thu,176,1,0,nonexistent,no
33,technician,single,basic.9y,no,no,no,cellular,jul,thu,142,1,0,nonexistent,no
27,admin.,single,high.school,no,no,no,cellular,jul,tue,491,1,0,nonexistent,no
33,management,married,basic.9y,no,yes,no,telephone,may,wed,192,1,0,nonexistent,no
51,admin.,married,high.school,no,yes,no,cellular,nov,mon,326,2,0,nonexistent,no
27,admin.,single,university.degree,no,no,no,telephone,oct,tue,540,1,0,nonexistent,yes
32,technician,married,professional.course,no,no,no,cellular,aug,wed,153,1,0,nonexistent,no
37,admin.,single,high.school,no,yes,yes,telephone,may,mon,56,2,0,nonexistent,no
41,technician,married,professional.course,no,no,no,cellular,apr,fri,219,1,0,nonexistent,no
47,technician,married,university.degree,no,no,no,cellular,nov,fri,744,2,0,nonexistent,no
31,blue-collar,single,professional.course,no,yes,no,cellular,jul,tue,825,13,0,nonexistent,no
30,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,wed,297,1,0,nonexistent,no
35,technician,married,university.degree,unknown,yes,no,cellular,aug,mon,176,2,0,nonexistent,no
31,services,married,high.school,unknown,yes,no,cellular,jul,tue,178,3,0,nonexistent,no
29,admin.,married,high.school,no,yes,yes,cellular,nov,mon,58,1,1,failure,no
46,management,married,university.degree,no,no,no,cellular,may,mon,143,1,0,nonexistent,no
27,admin.,married,university.degree,no,yes,no,telephone,may,tue,91,1,0,nonexistent,no
30,services,married,professional.course,unknown,no,no,telephone,may,mon,311,3,0,nonexistent,no
29,technician,single,professional.course,no,no,no,telephone,may,tue,125,4,0,nonexistent,no
46,housemaid,single,university.degree,unknown,no,yes,cellular,jul,tue,142,3,0,nonexistent,no
25,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,340,3,0,nonexistent,no
38,services,married,high.school,no,no,no,cellular,nov,wed,426,2,1,failure,no
73,retired,married,basic.4y,no,yes,no,cellular,apr,mon,158,1,1,success,no
48,blue-collar,married,high.school,no,no,no,cellular,may,tue,252,2,0,nonexistent,no
38,blue-collar,married,high.school,unknown,yes,no,cellular,may,thu,152,2,0,nonexistent,no
57,technician,divorced,basic.6y,no,unknown,unknown,cellular,may,mon,9,5,0,nonexistent,no
32,entrepreneur,divorced,university.degree,no,no,no,cellular,jul,fri,123,16,0,nonexistent,no
42,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,fri,102,1,0,nonexistent,no
49,unknown,unknown,unknown,unknown,yes,yes,cellular,jul,mon,49,9,0,nonexistent,no
47,self-employed,married,professional.course,no,no,no,telephone,may,mon,446,2,0,nonexistent,no
32,technician,single,university.degree,no,yes,yes,cellular,aug,tue,231,3,0,nonexistent,no
42,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,89,3,0,nonexistent,no
37,admin.,divorced,high.school,no,yes,no,cellular,jul,wed,178,1,0,nonexistent,no
33,services,married,high.school,unknown,yes,no,telephone,jun,tue,1345,3,0,nonexistent,yes
39,self-employed,married,basic.4y,unknown,yes,no,telephone,may,tue,3366,3,0,nonexistent,no
28,technician,single,high.school,no,no,no,cellular,jul,mon,568,8,0,nonexistent,no
22,admin.,married,high.school,no,no,no,telephone,may,tue,240,2,0,nonexistent,no
38,admin.,married,high.school,no,yes,no,cellular,jul,mon,319,2,0,nonexistent,no
44,self-employed,married,basic.9y,no,yes,no,telephone,jun,tue,249,1,0,nonexistent,no
36,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,179,1,0,nonexistent,no
49,housemaid,divorced,basic.6y,no,yes,no,telephone,may,wed,295,1,0,nonexistent,no
29,blue-collar,single,professional.course,no,no,no,cellular,jul,thu,43,8,0,nonexistent,no
36,admin.,married,university.degree,no,yes,no,cellular,aug,mon,103,3,0,nonexistent,no
